# t (s)	mx ()	my ()	mz ()	J-freq (Hz)	B_ext (T)
3.1200119057712433e-09	-0.11995873	0.012996658	-0.34177324	1e+09	-1.0269024
3.1300241909332353e-09	0.3039605	-0.008417323	0.02091359	1e+09	-1.093609
3.1400094650256366e-09	-0.111441076	-0.0059936526	0.18468864	1e+09	-1.1558267
3.150026720483985e-09	-0.07303181	-0.061848674	-0.12212994	1e+09	-1.2136735
3.160016400871558e-09	0.0935143	-0.1237154	0.010040546	1e+09	-1.2665747
3.1700102067371466e-09	-0.07323754	-0.115067415	0.10986464	1e+09	-1.3145064
3.1800029345530955e-09	-0.093190335	-0.14273663	-0.1644997	1e+09	-1.3572524
3.1900150520011747e-09	0.18718384	-0.17369872	0.0953016	1e+09	-1.394717
3.2000010911833677e-09	-0.26560807	-0.20340577	0.009983148	1e+09	-1.4265879
3.2100098554276727e-09	0.27080852	-0.2388192	-0.12077691	1e+09	-1.4528978
3.2200029137951096e-09	-0.2397369	-0.28395578	0.25193727	1e+09	-1.473436
3.230013166546517e-09	0.1039944	-0.33483446	-0.34854	1e+09	-1.4881876
3.240009424164288e-09	0.052197598	-0.37495974	0.3721297	1e+09	-1.4970456
3.250002701012506e-09	-0.19373041	-0.4169195	-0.31961533	1e+09	-1.5
3.26000153348793e-09	0.29037613	-0.4344581	0.22372569	1e+09	-1.4970392
3.270001683625608e-09	-0.34276634	-0.47590956	-0.09955653	1e+09	-1.48817
3.280007925621732e-09	0.3118338	-0.5030415	-0.009947933	1e+09	-1.4734169
3.2900220960353796e-09	-0.29513776	-0.5404108	0.10277879	1e+09	-1.4528229
3.300020827007384e-09	0.21372041	-0.5764948	-0.1768161	1e+09	-1.4265242
3.3100022932621836e-09	-0.12862214	-0.60277516	0.23409596	1e+09	-1.3946568
3.320010298141112e-09	-0.025804926	-0.62674326	-0.24495594	1e+09	-1.3571992
3.330001466504273e-09	0.14461845	-0.64134926	0.19621663	1e+09	-1.3144534
3.3400272136368624e-09	-0.25440076	-0.6534603	-0.084601395	1e+09	-1.2663544
3.3500109706531324e-09	0.24263239	-0.6824674	-0.06688568	1e+09	-1.2134647
3.3600153776644314e-09	-0.13108236	-0.7300348	0.20259061	1e+09	-1.1556774
3.3700000427336437e-09	-0.10992309	-0.7530042	-0.21578783	1e+09	-1.0934527
3.380018510755677e-09	0.24845114	-0.7425731	0.046440415	1e+09	-1.0266935
3.3900018726809337e-09	-0.1549795	-0.7766921	0.1759317	1e+09	-0.9561224
3.4000207779236325e-09	-0.16897075	-0.80644494	-0.19235894	1e+09	-0.88151944
3.410008824804424e-09	0.27432853	-0.7805252	-0.07361448	1e+09	-0.80367
3.4200269608188107e-09	0.057144366	-0.83601356	0.23680216	1e+09	-0.7224078
3.4300001111272352e-09	-0.3272364	-0.80496347	0.03779612	1e+09	-0.638668
3.440026893678325e-09	-0.09845231	-0.8528576	-0.2325112	1e+09	-0.55195117
3.4500062155361317e-09	0.2932276	-0.80722857	-0.12223641	1e+09	-0.46346977
3.460003837741911e-09	0.27937675	-0.8556223	0.124414146	1e+09	-0.3729998
3.47001142678903e-09	-0.0215545	-0.87931883	0.20913076	1e+09	-0.2809662
3.4800205648230144e-09	-0.27677363	-0.826383	0.14175123	1e+09	-0.18780756
3.490000921457262e-09	-0.37428814	-0.80761933	0.050697103	1e+09	-0.09417711
3.5000132564056792e-09	-0.3903992	-0.8194777	0.015917325	1e+09	0.00012493868
3.5100093487026005e-09	-0.40847862	-0.803561	0.0507179	1e+09	0.094273716
3.5200262638080386e-09	-0.4584735	-0.72269106	0.1471851	1e+09	0.18824543
3.530009621838121e-09	-0.50839424	-0.5352695	0.31089634	1e+09	0.28116104
3.540016427526232e-09	-0.41959015	-0.23046276	0.5240413	1e+09	0.3731848
3.5500093901130117e-09	-0.030685198	-0.01649336	0.6410747	1e+09	0.46360967
3.56000647452952e-09	0.41401643	-0.116877936	0.41418836	1e+09	0.5522436
3.570004998970572e-09	0.5076173	-0.15054758	-0.12436958	1e+09	0.6387116
3.5800156725256353e-09	0.08111191	0.0010876204	-0.49531356	1e+09	0.72275996
3.59002301329281e-09	-0.40521437	-0.04514642	-0.20788014	1e+09	0.8039233
3.6000203971033544e-09	-0.19127654	0.0067616045	0.29971597	1e+09	0.8818334
3.6100172696902067e-09	0.2574354	0.023871055	0.08906784	1e+09	0.9562614
3.6200210070944258e-09	-0.0017250271	0.07736619	-0.23810913	1e+09	1.026965
3.630009708524405e-09	-0.20875718	0.07980162	0.106993325	1e+09	1.0935156
3.64001805800288e-09	0.16395384	0.09309105	0.10401686	1e+09	1.1558783
3.6500038358223617e-09	-0.011980487	0.16055937	-0.09626104	1e+09	1.2135468
3.6600162967231724e-09	0.016588155	0.17848727	0.0817744	1e+09	1.2665741
3.670012759440874e-09	0.048643053	0.200171	-0.0653719	1e+09	1.314518
3.6800218196331707e-09	-0.020715425	0.23203085	0.014272673	1e+09	1.3573282
3.690021106185144e-09	0.02060521	0.26425546	0.0039785644	1e+09	1.394738
3.7000183075554885e-09	0.054267243	0.31026423	0.02296305	1e+09	1.4266381
3.7100036201210548e-09	-0.049096137	0.34943286	-0.04704611	1e+09	1.4528832
3.7200010320942445e-09	0.1038379	0.38148847	0.07553651	1e+09	1.4734327
3.730025045567292e-09	-0.09574604	0.41939807	-0.11556593	1e+09	1.4882016
3.740025125247915e-09	0.09955023	0.44789627	0.18808115	1e+09	1.4970549
3.750006748673016e-09	-0.016999632	0.4861315	-0.23292361	1e+09	1.5
3.76000000481434e-09	-0.03711471	0.52606213	0.24712655	1e+09	1.49704
3.77001341820185e-09	0.15304634	0.5434669	-0.22380158	1e+09	1.4881562
3.780005081561423e-09	-0.20755924	0.5663014	0.16690682	1e+09	1.4734219
3.790016181565321e-09	0.29145133	0.59205014	-0.08824579	1e+09	1.4528368
3.8000204739697974e-09	-0.29656687	0.6139271	-0.00917254	1e+09	1.4265251
3.810026037653291e-09	0.29480916	0.6463079	0.11394828	1e+09	1.3945744
3.8200170392859e-09	-0.20135269	0.6763866	-0.21563935	1e+09	1.3571723
3.8300008353940654e-09	0.08295415	0.7137825	0.27523747	1e+09	1.3144562
3.840007491560987e-09	0.09649699	0.73630834	-0.26856974	1e+09	1.2664541
3.850000179400987e-09	-0.21431622	0.7451903	0.17834748	1e+09	1.2135245
3.860019248009386e-09	0.29491287	0.75691247	-0.011326676	1e+09	1.1556542
3.870015111599768e-09	-0.18775043	0.7840104	-0.16315377	1e+09	1.0933554
3.8800274409976084e-09	-0.029255096	0.81316227	0.20540124	1e+09	1.0266321
3.890014790328008e-09	0.21984315	0.80313724	-0.059724957	1e+09	0.9560286
3.900021278630863e-09	-0.13196509	0.8304783	-0.13127252	1e+09	0.8815156
3.910014226412469e-09	-0.13114676	0.8428222	0.10953273	1e+09	0.80362695
3.9200173309022205e-09	0.14350817	0.851321	0.10743129	1e+09	0.7224874
3.9300080765062016e-09	0.16419238	0.86048126	-0.10025341	1e+09	0.63860005
3.940002262620174e-09	-0.10841851	0.8674524	-0.14228159	1e+09	0.552167
3.950004716521395e-09	-0.22253011	0.8622387	0.038512927	1e+09	0.4634832
3.9600113663328225e-09	-0.03741328	0.8862742	0.16554365	1e+09	0.37293106
3.9700167092249156e-09	0.20165156	0.8924458	0.12347408	1e+09	0.2809173
3.980015024203176e-09	0.29479906	0.86644477	0.013147996	1e+09	0.18785937
3.9900245119996974e-09	0.26592916	0.8505199	-0.057846986	1e+09	0.09395521
4.00000247936722e-09	0.2067869	0.84232867	-0.0743446	1e+09	-2.3367485e-05
4.010010882068515e-09	0.16061309	0.82069397	-0.05075231	1e+09	-0.09428814
4.020011432234729e-09	0.13844308	0.76533014	-0.0062641697	1e+09	-0.18810675
4.0300272163819025e-09	0.13085817	0.6442322	0.04381013	1e+09	-0.28132394
4.040007824437855e-09	0.09085032	0.45226142	0.09635221	1e+09	-0.37310627
4.05001749911703e-09	-0.01105035	0.30735546	0.11426373	1e+09	-0.46368235
4.060007205399335e-09	-0.06955622	0.29247254	0.058224857	1e+09	-0.55224997
4.07000966276717e-09	0.002878753	0.30478996	0.006530933	1e+09	-0.6387513
